Observation Time,GDOP,PDOP,HDOP,VDOP,TDOP
2025-2-24 6:8:0,0.42125572946211354,7.684329558757751e-08,6.334864383954349e-08,4.349530319989134e-08,0.4212557294621065
2025-2-24 6:9:0,0.42125572946209794,7.6843295587574e-08,6.334864383954013e-08,4.3495303199890015e-08,0.42125572946209094
2025-2-24 6:9:0,0.42125572946209794,7.6843295587574e-08,6.334864383954013e-08,4.3495303199890015e-08,0.42125572946209094
2025-2-24 6:10:0,0.4212557294620829,7.684329558757058e-08,6.334864383953686e-08,4.349530319988874e-08,0.42125572946207585
2025-2-24 6:10:0,0.35992380572483346,6.148383690156376e-08,5.025856161884635e-08,3.541665122710952e-08,0.3599238057248282
2025-2-24 6:11:0,0.416210822658321,5.6362188228387604e-08,4.950950043315746e-08,2.6935211689373742e-08,0.41621082265831716
2025-2-24 6:11:0,0.416210822658321,5.6362188228387604e-08,4.950950043315746e-08,2.6935211689373742e-08,0.41621082265831716
2025-2-24 6:12:0,0.4162108226583079,5.636218822838483e-08,4.9509500433154846e-08,2.6935211689372736e-08,0.41621082265830406
2025-2-24 6:12:0,0.4162108226583079,5.636218822838483e-08,4.9509500433154846e-08,2.6935211689372736e-08,0.41621082265830406
2025-2-24 6:13:0,0.41621082265829445,5.6362188228381966e-08,4.950950043315215e-08,2.693521168937169e-08,0.4162108226582907
2025-2-24 6:13:0,0.41621082265829445,5.6362188228381966e-08,4.950950043315215e-08,2.693521168937169e-08,0.4162108226582907
2025-2-24 6:14:0,0.41621082265828124,5.636218822837917e-08,4.950950043314952e-08,2.6935211689370685e-08,0.4162108226582774
2025-2-24 6:14:0,0.35740041430214237,5.0437118576145585e-08,4.3907678706416e-08,2.4819723626146873e-08,0.3574004143021388
2025-2-24 6:15:0,0.35740041430213826,5.0437118576144295e-08,4.3907678706414786e-08,2.4819723626146386e-08,0.3574004143021347
2025-2-24 6:15:0,0.35740041430213826,5.0437118576144295e-08,4.3907678706414786e-08,2.4819723626146386e-08,0.3574004143021347
2025-2-24 6:16:0,0.3574004143021342,5.043711857614304e-08,4.390767870641361e-08,2.4819723626145923e-08,0.35740041430213065
2025-2-24 6:16:0,0.3574004143021342,5.043711857614304e-08,4.390767870641361e-08,2.4819723626145923e-08,0.35740041430213065
2025-2-24 6:17:0,0.3574004143021303,5.043711857614177e-08,4.390767870641242e-08,2.4819723626145453e-08,0.3574004143021267
2025-2-24 6:17:0,0.3574004143021303,5.043711857614177e-08,4.390767870641242e-08,2.4819723626145453e-08,0.3574004143021267
2025-2-24 6:18:0,0.3574004143021261,5.043711857614048e-08,4.39076787064112e-08,2.481972362614498e-08,0.35740041430212255
2025-2-24 6:18:0,0.3574004143021261,5.043711857614048e-08,4.39076787064112e-08,2.481972362614498e-08,0.35740041430212255
2025-2-24 6:19:0,0.3574004143021221,5.0437118576139206e-08,4.390767870641001e-08,2.4819723626144504e-08,0.35740041430211855
2025-2-24 6:19:0,0.3574004143021221,5.0437118576139206e-08,4.390767870641001e-08,2.4819723626144504e-08,0.35740041430211855
2025-2-24 6:20:0,0.35740041430211816,5.0437118576137935e-08,4.3907678706408824e-08,2.4819723626144027e-08,0.35740041430211456
2025-2-24 6:20:0,0.6089587214258706,8.623807050318025e-08,7.86023424945967e-08,3.547783193028578e-08,0.6089587214258645
2025-2-24 6:21:0,0.6089587214258796,8.623807050318186e-08,7.86023424945985e-08,3.547783193028572e-08,0.6089587214258735
2025-2-24 6:21:0,0.6089587214258796,8.623807050318186e-08,7.86023424945985e-08,3.547783193028572e-08,0.6089587214258735
2025-2-24 6:22:0,0.6089587214258878,8.623807050318337e-08,7.860234249460018e-08,3.547783193028567e-08,0.6089587214258817
2025-2-24 6:22:0,0.6089587214258878,8.623807050318337e-08,7.860234249460018e-08,3.547783193028567e-08,0.6089587214258817
2025-2-24 6:23:0,0.6089587214258981,8.623807050318512e-08,7.86023424946021e-08,3.547783193028565e-08,0.608958721425892
2025-2-24 6:23:0,0.6089587214258981,8.623807050318512e-08,7.86023424946021e-08,3.547783193028565e-08,0.608958721425892
2025-2-24 6:24:0,0.6089587214259065,8.623807050318667e-08,7.860234249460383e-08,3.5477831930285596e-08,0.6089587214259004
2025-2-24 6:24:0,0.6089587214259065,8.623807050318667e-08,7.860234249460383e-08,3.5477831930285596e-08,0.6089587214259004
2025-2-24 6:25:0,0.6089587214259155,8.623807050318828e-08,7.860234249460563e-08,3.547783193028553e-08,0.6089587214259093
2025-2-24 6:25:0,0.6089587214259155,8.623807050318828e-08,7.860234249460563e-08,3.547783193028553e-08,0.6089587214259093
2025-2-24 6:26:0,0.608958721425925,8.623807050318999e-08,7.86023424946075e-08,3.547783193028553e-08,0.6089587214259189
2025-2-24 6:26:0,0.608958721425925,8.623807050318999e-08,7.86023424946075e-08,3.547783193028553e-08,0.6089587214259189
2025-2-24 6:27:0,0.337622205683063,4.2211500266763624e-08,3.6141000496660984e-08,2.18091457391466e-08,0.3376222056830604
2025-2-24 6:27:0,0.337622205683063,4.2211500266763624e-08,3.6141000496660984e-08,2.18091457391466e-08,0.3376222056830604
2025-2-24 6:28:0,0.3376222056830626,4.2211500266763716e-08,3.614100049666111e-08,2.1809145739146556e-08,0.33762220568305995
2025-2-24 6:28:0,0.3376222056830626,4.2211500266763716e-08,3.614100049666111e-08,2.1809145739146556e-08,0.33762220568305995
2025-2-24 6:29:0,0.33762220568306217,4.22115002667638e-08,3.614100049666124e-08,2.1809145739146513e-08,0.33762220568305956
2025-2-24 6:29:0,0.33762220568306217,4.22115002667638e-08,3.614100049666124e-08,2.1809145739146513e-08,0.33762220568305956
2025-2-24 6:30:0,0.33762220568306184,4.221150026676389e-08,3.614100049666137e-08,2.180914573914647e-08,0.3376222056830592
2025-2-24 6:30:0,0.33762220568306184,4.221150026676389e-08,3.614100049666137e-08,2.180914573914647e-08,0.3376222056830592
2025-2-24 6:31:0,0.3376222056830614,4.221150026676397e-08,3.614100049666149e-08,2.1809145739146424e-08,0.33762220568305873
2025-2-24 6:31:0,0.3376222056830614,4.221150026676397e-08,3.614100049666149e-08,2.1809145739146424e-08,0.33762220568305873
2025-2-24 6:32:0,0.33762220568306106,4.221150026676407e-08,3.614100049666163e-08,2.1809145739146377e-08,0.3376222056830584
2025-2-24 6:32:0,0.33762220568306106,4.221150026676407e-08,3.614100049666163e-08,2.1809145739146377e-08,0.3376222056830584
2025-2-24 6:33:0,0.33762220568306056,4.221150026676415e-08,3.614100049666175e-08,2.1809145739146344e-08,0.3376222056830579
2025-2-24 6:33:0,0.33762220568306056,4.221150026676415e-08,3.614100049666175e-08,2.1809145739146344e-08,0.3376222056830579
2025-2-24 6:34:0,0.3376222056830602,4.221150026676424e-08,3.6141000496661884e-08,2.1809145739146295e-08,0.33762220568305756
2025-2-24 6:34:0,0.3376222056830602,4.221150026676424e-08,3.6141000496661884e-08,2.1809145739146295e-08,0.33762220568305756
2025-2-24 6:35:0,0.3376222056830598,4.221150026676433e-08,3.6141000496662016e-08,2.180914573914626e-08,0.3376222056830571
2025-2-24 6:35:0,0.3376222056830598,4.221150026676433e-08,3.6141000496662016e-08,2.180914573914626e-08,0.3376222056830571
2025-2-24 6:36:0,0.33762220568305934,4.221150026676441e-08,3.6141000496662135e-08,2.1809145739146205e-08,0.33762220568305673
2025-2-24 6:36:0,0.33762220568305934,4.221150026676441e-08,3.6141000496662135e-08,2.1809145739146205e-08,0.33762220568305673
2025-2-24 6:37:0,0.3376222056830589,4.2211500266764504e-08,3.614100049666227e-08,2.180914573914617e-08,0.3376222056830563
2025-2-24 6:37:0,0.3376222056830589,4.2211500266764504e-08,3.614100049666227e-08,2.180914573914617e-08,0.3376222056830563
2025-2-24 6:38:0,0.33762220568305856,4.221150026676459e-08,3.6141000496662393e-08,2.1809145739146123e-08,0.33762220568305595
2025-2-24 6:38:0,0.33762220568305856,4.221150026676459e-08,3.6141000496662393e-08,2.1809145739146123e-08,0.33762220568305595
2025-2-24 6:39:0,0.3376222056830581,4.221150026676467e-08,3.614100049666252e-08,2.1809145739146076e-08,0.3376222056830555
2025-2-24 6:39:0,0.3376222056830581,4.221150026676467e-08,3.614100049666252e-08,2.1809145739146076e-08,0.3376222056830555
2025-2-24 6:40:0,0.33762220568305773,4.2211500266764755e-08,3.614100049666264e-08,2.180914573914603e-08,0.33762220568305507
2025-2-24 6:40:0,0.33762220568305773,4.2211500266764755e-08,3.614100049666264e-08,2.180914573914603e-08,0.33762220568305507
2025-2-24 6:41:0,0.3376222056830573,4.2211500266764855e-08,3.6141000496662784e-08,2.180914573914599e-08,0.3376222056830547
2025-2-24 6:41:0,0.3376222056830573,4.2211500266764855e-08,3.6141000496662784e-08,2.180914573914599e-08,0.3376222056830547
2025-2-24 6:42:0,0.3376222056830569,4.221150026676494e-08,3.61410004966629e-08,2.180914573914595e-08,0.33762220568305423
2025-2-24 6:42:0,0.3376222056830569,4.221150026676494e-08,3.61410004966629e-08,2.180914573914595e-08,0.33762220568305423
2025-2-24 6:43:0,0.33762220568305656,4.2211500266765033e-08,3.614100049666304e-08,2.1809145739145908e-08,0.3376222056830539
2025-2-24 6:43:0,0.33762220568305656,4.2211500266765033e-08,3.614100049666304e-08,2.1809145739145908e-08,0.3376222056830539
2025-2-24 6:44:0,0.3376222056830561,4.221150026676511e-08,3.614100049666317e-08,2.1809145739145858e-08,0.33762220568305346
2025-2-24 6:44:0,0.3376222056830561,4.221150026676511e-08,3.614100049666317e-08,2.1809145739145858e-08,0.33762220568305346
2025-2-24 6:45:0,0.3376222056830557,4.22115002667652e-08,3.6141000496663293e-08,2.1809145739145818e-08,0.33762220568305307
2025-2-24 6:45:0,0.3376222056830557,4.22115002667652e-08,3.6141000496663293e-08,2.1809145739145818e-08,0.33762220568305307
2025-2-24 6:46:0,0.3376222056830553,4.2211500266765285e-08,3.614100049666342e-08,2.180914573914578e-08,0.3376222056830527
2025-2-24 6:46:0,0.3376222056830553,4.2211500266765285e-08,3.614100049666342e-08,2.180914573914578e-08,0.3376222056830527
2025-2-24 6:47:0,0.3376222056830549,4.2211500266765384e-08,3.614100049666356e-08,2.1809145739145736e-08,0.3376222056830523
2025-2-24 6:47:0,0.3376222056830549,4.2211500266765384e-08,3.614100049666356e-08,2.1809145739145736e-08,0.3376222056830523
2025-2-24 6:48:0,0.3376222056830545,4.221150026676547e-08,3.6141000496663684e-08,2.180914573914569e-08,0.33762220568305185
2025-2-24 6:48:0,0.3376222056830545,4.221150026676547e-08,3.6141000496663684e-08,2.180914573914569e-08,0.33762220568305185
2025-2-24 6:49:0,0.33762220568305407,4.221150026676555e-08,3.614100049666381e-08,2.1809145739145646e-08,0.33762220568305146
2025-2-24 6:49:0,0.33762220568305407,4.221150026676555e-08,3.614100049666381e-08,2.1809145739145646e-08,0.33762220568305146
2025-2-24 6:50:0,0.3376222056830536,4.221150026676564e-08,3.614100049666394e-08,2.1809145739145603e-08,0.337622205683051
2025-2-24 6:50:0,0.3376222056830536,4.221150026676564e-08,3.614100049666394e-08,2.1809145739145603e-08,0.337622205683051
2025-2-24 6:51:0,0.33762220568305323,4.221150026676573e-08,3.614100049666407e-08,2.180914573914556e-08,0.3376222056830506
2025-2-24 6:51:0,0.33762220568305323,4.221150026676573e-08,3.614100049666407e-08,2.180914573914556e-08,0.3376222056830506
2025-2-24 6:52:0,0.3376222056830529,4.2211500266765834e-08,3.6141000496664207e-08,2.1809145739145524e-08,0.3376222056830503
2025-2-24 6:52:0,0.3376222056830529,4.2211500266765834e-08,3.6141000496664207e-08,2.1809145739145524e-08,0.3376222056830503
2025-2-24 6:53:0,0.33762220568305246,4.221150026676591e-08,3.6141000496664326e-08,2.1809145739145474e-08,0.3376222056830498
2025-2-24 6:53:0,0.33762220568305246,4.221150026676591e-08,3.6141000496664326e-08,2.1809145739145474e-08,0.3376222056830498
2025-2-24 6:54:0,0.337622205683052,4.221150026676599e-08,3.614100049666446e-08,2.180914573914543e-08,0.3376222056830494
2025-2-24 6:54:0,0.337622205683052,4.221150026676599e-08,3.614100049666446e-08,2.180914573914543e-08,0.3376222056830494
2025-2-24 6:55:0,0.3376222056830516,4.221150026676608e-08,3.6141000496664584e-08,2.1809145739145388e-08,0.337622205683049
2025-2-24 6:55:0,0.3376222056830516,4.221150026676608e-08,3.6141000496664584e-08,2.1809145739145388e-08,0.337622205683049
2025-2-24 6:56:0,0.3376222056830512,4.2211500266766165e-08,3.614100049666471e-08,2.1809145739145345e-08,0.33762220568304857
2025-2-24 6:56:0,0.3376222056830512,4.2211500266766165e-08,3.614100049666471e-08,2.1809145739145345e-08,0.33762220568304857
2025-2-24 6:57:0,0.3376222056830508,4.221150026676626e-08,3.614100049666484e-08,2.1809145739145302e-08,0.3376222056830481
2025-2-24 6:57:0,0.3376222056830508,4.221150026676626e-08,3.614100049666484e-08,2.1809145739145302e-08,0.3376222056830481
2025-2-24 6:58:0,0.33762220568305046,4.2211500266766344e-08,3.614100049666497e-08,2.180914573914526e-08,0.3376222056830478
2025-2-24 6:58:0,0.33762220568305046,4.2211500266766344e-08,3.614100049666497e-08,2.180914573914526e-08,0.3376222056830478
2025-2-24 6:59:0,0.33762220568305,4.221150026676643e-08,3.614100049666509e-08,2.1809145739145216e-08,0.3376222056830474
2025-2-24 6:59:0,0.33762220568305,4.221150026676643e-08,3.614100049666509e-08,2.1809145739145216e-08,0.3376222056830474
2025-2-24 7:0:0,0.33762220568304957,4.2211500266766516e-08,3.614100049666522e-08,2.180914573914517e-08,0.33762220568304696
2025-2-24 7:0:0,0.33762220568304957,4.2211500266766516e-08,3.614100049666522e-08,2.180914573914517e-08,0.33762220568304696
2025-2-24 7:1:0,0.3376222056830492,4.2211500266766615e-08,3.614100049666536e-08,2.180914573914513e-08,0.3376222056830466
2025-2-24 7:1:0,0.3376222056830492,4.2211500266766615e-08,3.614100049666536e-08,2.180914573914513e-08,0.3376222056830466
2025-2-24 7:2:0,0.3376222056830488,4.2211500266766694e-08,3.614100049666548e-08,2.1809145739145084e-08,0.33762220568304613
2025-2-24 7:2:0,0.3376222056830488,4.2211500266766694e-08,3.614100049666548e-08,2.1809145739145084e-08,0.33762220568304613
2025-2-24 7:3:0,0.33762220568304835,4.2211500266766794e-08,3.614100049666562e-08,2.1809145739145044e-08,0.33762220568304574
2025-2-24 7:3:0,0.33762220568304835,4.2211500266766794e-08,3.614100049666562e-08,2.1809145739145044e-08,0.33762220568304574
2025-2-24 7:4:0,0.337622205683048,4.221150026676687e-08,3.614100049666574e-08,2.1809145739144994e-08,0.33762220568304535
2025-2-24 7:4:0,0.337622205683048,4.221150026676687e-08,3.614100049666574e-08,2.1809145739144994e-08,0.33762220568304535
2025-2-24 7:5:0,0.33762220568304757,4.221150026676695e-08,3.614100049666586e-08,2.1809145739144958e-08,0.3376222056830449
2025-2-24 7:5:0,0.33762220568304757,4.221150026676695e-08,3.614100049666586e-08,2.1809145739144958e-08,0.3376222056830449
2025-2-24 7:6:0,0.3376222056830471,4.221150026676705e-08,3.6141000496666e-08,2.1809145739144912e-08,0.3376222056830445
2025-2-24 7:6:0,0.3376222056830471,4.221150026676705e-08,3.6141000496666e-08,2.1809145739144912e-08,0.3376222056830445
2025-2-24 7:7:0,0.33762220568304674,4.221150026676714e-08,3.6141000496666126e-08,2.1809145739144875e-08,0.33762220568304413
2025-2-24 7:7:0,0.33762220568304674,4.221150026676714e-08,3.6141000496666126e-08,2.1809145739144875e-08,0.33762220568304413
2025-2-24 7:8:0,0.33762220568304635,4.221150026676722e-08,3.614100049666625e-08,2.180914573914483e-08,0.3376222056830437
2025-2-24 7:8:0,0.33762220568304635,4.221150026676722e-08,3.614100049666625e-08,2.180914573914483e-08,0.3376222056830437
2025-2-24 7:9:0,0.3376222056830459,4.221150026676731e-08,3.6141000496666384e-08,2.1809145739144786e-08,0.3376222056830433
2025-2-24 7:9:0,0.3376222056830459,4.221150026676731e-08,3.6141000496666384e-08,2.1809145739144786e-08,0.3376222056830433
2025-2-24 7:10:0,0.3376222056830455,4.2211500266767396e-08,3.614100049666651e-08,2.180914573914474e-08,0.3376222056830429
2025-2-24 7:10:0,0.3376222056830455,4.2211500266767396e-08,3.614100049666651e-08,2.180914573914474e-08,0.3376222056830429
2025-2-24 7:11:0,0.33762220568304513,4.221150026676748e-08,3.6141000496666635e-08,2.1809145739144697e-08,0.3376222056830425
2025-2-24 7:11:0,0.33762220568304513,4.221150026676748e-08,3.6141000496666635e-08,2.1809145739144697e-08,0.3376222056830425
2025-2-24 7:12:0,0.33762220568304474,4.221150026676757e-08,3.614100049666677e-08,2.180914573914465e-08,0.3376222056830421
2025-2-24 7:12:0,0.33762220568304474,4.221150026676757e-08,3.614100049666677e-08,2.180914573914465e-08,0.3376222056830421
2025-2-24 7:13:0,0.3376222056830443,4.221150026676766e-08,3.61410004966669e-08,2.180914573914461e-08,0.33762220568304163
2025-2-24 7:13:0,0.3376222056830443,4.221150026676766e-08,3.61410004966669e-08,2.180914573914461e-08,0.33762220568304163
2025-2-24 7:14:0,0.3376222056830439,4.221150026676774e-08,3.614100049666702e-08,2.180914573914456e-08,0.33762220568304124
2025-2-24 7:14:0,0.3376222056830439,4.221150026676774e-08,3.614100049666702e-08,2.180914573914456e-08,0.33762220568304124
2025-2-24 7:15:0,0.3376222056830435,4.221150026676784e-08,3.614100049666715e-08,2.180914573914452e-08,0.3376222056830409
2025-2-24 7:15:0,0.3376222056830435,4.221150026676784e-08,3.614100049666715e-08,2.180914573914452e-08,0.3376222056830409
2025-2-24 7:16:0,0.3376222056830431,4.221150026676793e-08,3.6141000496667284e-08,2.180914573914448e-08,0.33762220568304047
2025-2-24 7:16:0,0.3376222056830431,4.221150026676793e-08,3.6141000496667284e-08,2.180914573914448e-08,0.33762220568304047
2025-2-24 7:17:0,0.3376222056830427,4.221150026676801e-08,3.6141000496667416e-08,2.1809145739144432e-08,0.3376222056830401
2025-2-24 7:17:0,0.3376222056830427,4.221150026676801e-08,3.6141000496667416e-08,2.1809145739144432e-08,0.3376222056830401
2025-2-24 7:18:0,0.3376222056830423,4.221150026676809e-08,3.614100049666753e-08,2.180914573914439e-08,0.33762220568303963
2025-2-24 7:18:0,0.3376222056830423,4.221150026676809e-08,3.614100049666753e-08,2.180914573914439e-08,0.33762220568303963
2025-2-24 7:19:0,0.3376222056830419,4.221150026676819e-08,3.6141000496667674e-08,2.180914573914435e-08,0.33762220568303924
2025-2-24 7:19:0,0.3376222056830419,4.221150026676819e-08,3.6141000496667674e-08,2.180914573914435e-08,0.33762220568303924
2025-2-24 7:20:0,0.33762220568304147,4.221150026676828e-08,3.61410004966678e-08,2.1809145739144306e-08,0.33762220568303886
2025-2-24 7:20:0,0.33762220568304147,4.221150026676828e-08,3.61410004966678e-08,2.1809145739144306e-08,0.33762220568303886
2025-2-24 7:21:0,0.3376222056830411,4.221150026676836e-08,3.6141000496667926e-08,2.1809145739144263e-08,0.3376222056830384
2025-2-24 7:21:0,0.3376222056830411,4.221150026676836e-08,3.6141000496667926e-08,2.1809145739144263e-08,0.3376222056830384
2025-2-24 7:22:0,0.33762220568304063,4.2211500266768455e-08,3.614100049666806e-08,2.1809145739144223e-08,0.337622205683038
2025-2-24 7:22:0,0.33762220568304063,4.2211500266768455e-08,3.614100049666806e-08,2.1809145739144223e-08,0.337622205683038
2025-2-24 7:23:0,0.33762220568304024,4.2211500266768534e-08,3.614100049666818e-08,2.1809145739144177e-08,0.3376222056830376
2025-2-24 7:23:0,0.33762220568304024,4.2211500266768534e-08,3.614100049666818e-08,2.1809145739144177e-08,0.3376222056830376
2025-2-24 7:24:0,0.33762220568303986,4.221150026676862e-08,3.61410004966683e-08,2.1809145739144134e-08,0.3376222056830372
2025-2-24 7:24:0,0.33762220568303986,4.221150026676862e-08,3.61410004966683e-08,2.1809145739144134e-08,0.3376222056830372
2025-2-24 7:25:0,0.3376222056830394,4.221150026676871e-08,3.6141000496668435e-08,2.1809145739144088e-08,0.3376222056830368
2025-2-24 7:25:0,0.3376222056830394,4.221150026676871e-08,3.6141000496668435e-08,2.1809145739144088e-08,0.3376222056830368
2025-2-24 7:26:0,0.337622205683039,4.2211500266768805e-08,3.614100049666857e-08,2.1809145739144048e-08,0.3376222056830364
2025-2-24 7:26:0,0.337622205683039,4.2211500266768805e-08,3.614100049666857e-08,2.1809145739144048e-08,0.3376222056830364
2025-2-24 7:27:0,0.33762220568303863,4.2211500266768885e-08,3.614100049666869e-08,2.1809145739144002e-08,0.33762220568303597
2025-2-24 7:27:0,0.33762220568303863,4.2211500266768885e-08,3.614100049666869e-08,2.1809145739144002e-08,0.33762220568303597
2025-2-24 7:28:0,0.3376222056830382,4.221150026676898e-08,3.6141000496668826e-08,2.180914573914396e-08,0.3376222056830356
2025-2-24 7:28:0,0.3376222056830382,4.221150026676898e-08,3.6141000496668826e-08,2.180914573914396e-08,0.3376222056830356
2025-2-24 7:29:0,0.3376222056830378,4.221150026676907e-08,3.614100049666896e-08,2.180914573914392e-08,0.3376222056830352
2025-2-24 7:29:0,0.3725386479311046,5.228643362977919e-08,4.287309677105899e-08,2.9929395499754355e-08,0.3725386479311009
2025-2-24 7:30:0,0.37253864793110203,5.228643362977936e-08,4.287309677105904e-08,2.9929395499754554e-08,0.37253864793109837
2025-2-24 7:30:0,0.37253864793110203,5.228643362977936e-08,4.287309677105904e-08,2.9929395499754554e-08,0.37253864793109837
2025-2-24 7:31:0,0.3725386479310996,5.228643362977952e-08,4.2873096771059115e-08,2.9929395499754746e-08,0.3725386479310959
2025-2-24 7:31:0,0.3725386479310996,5.228643362977952e-08,4.2873096771059115e-08,2.9929395499754746e-08,0.3725386479310959
2025-2-24 7:32:0,0.40656083706357743,6.001137071610107e-08,4.506437712967821e-08,3.963037382033443e-08,0.406560837063573
2025-2-24 7:32:0,0.40656083706357743,6.001137071610107e-08,4.506437712967821e-08,3.963037382033443e-08,0.406560837063573
2025-2-24 7:33:0,0.406560837063575,6.001137071610177e-08,4.506437712967851e-08,3.9630373820335145e-08,0.4065608370635706
2025-2-24 7:33:0,0.406560837063575,6.001137071610177e-08,4.506437712967851e-08,3.9630373820335145e-08,0.4065608370635706
2025-2-24 7:34:0,0.4065608370635726,6.001137071610246e-08,4.506437712967881e-08,3.9630373820335846e-08,0.4065608370635682
2025-2-24 7:34:0,0.4065608370635726,6.001137071610246e-08,4.506437712967881e-08,3.9630373820335846e-08,0.4065608370635682
2025-2-24 7:35:0,0.4065608370635702,6.001137071610316e-08,4.5064377129679107e-08,3.963037382033657e-08,0.40656083706356577
2025-2-24 7:35:0,0.4065608370635702,6.001137071610316e-08,4.5064377129679107e-08,3.963037382033657e-08,0.40656083706356577
2025-2-24 7:36:0,0.40656083706356794,6.001137071610387e-08,4.5064377129679424e-08,3.9630373820337296e-08,0.4065608370635635
2025-2-24 7:36:0,0.40656083706356794,6.001137071610387e-08,4.5064377129679424e-08,3.9630373820337296e-08,0.4065608370635635
2025-2-24 7:37:0,0.40656083706356555,6.001137071610458e-08,4.506437712967973e-08,3.963037382033801e-08,0.4065608370635611
2025-2-24 7:37:0,0.40656083706356555,6.001137071610458e-08,4.506437712967973e-08,3.963037382033801e-08,0.4065608370635611
2025-2-24 7:38:0,0.4065608370635632,6.001137071610525e-08,4.5064377129680026e-08,3.9630373820338705e-08,0.4065608370635588
2025-2-24 7:38:0,0.4065608370635632,6.001137071610525e-08,4.5064377129680026e-08,3.9630373820338705e-08,0.4065608370635588
2025-2-24 7:39:0,0.40656083706356094,6.001137071610598e-08,4.506437712968034e-08,3.963037382033944e-08,0.4065608370635565
2025-2-24 7:39:0,0.40656083706356094,6.001137071610598e-08,4.506437712968034e-08,3.963037382033944e-08,0.4065608370635565
2025-2-24 7:40:0,0.4065608370635585,6.001137071610665e-08,4.5064377129680635e-08,3.9630373820340135e-08,0.4065608370635541
2025-2-24 7:40:0,0.4065608370635585,6.001137071610665e-08,4.5064377129680635e-08,3.9630373820340135e-08,0.4065608370635541
2025-2-24 7:41:0,0.4065608370635561,6.001137071610736e-08,4.506437712968093e-08,3.9630373820340856e-08,0.40656083706355167
2025-2-24 7:41:0,0.4065608370635561,6.001137071610736e-08,4.506437712968093e-08,3.9630373820340856e-08,0.40656083706355167
2025-2-24 7:42:0,0.4065608370635539,6.001137071610807e-08,4.506437712968125e-08,3.963037382034157e-08,0.40656083706354945
2025-2-24 7:42:0,0.4065608370635539,6.001137071610807e-08,4.506437712968125e-08,3.963037382034157e-08,0.40656083706354945
2025-2-24 7:43:0,0.4065608370635515,6.001137071610874e-08,4.506437712968154e-08,3.963037382034227e-08,0.40656083706354706
2025-2-24 7:43:0,0.4065608370635515,6.001137071610874e-08,4.506437712968154e-08,3.963037382034227e-08,0.40656083706354706
2025-2-24 7:44:0,0.4065608370635491,6.001137071610946e-08,4.5064377129681846e-08,3.963037382034299e-08,0.4065608370635447
2025-2-24 7:44:0,0.4065608370635491,6.001137071610946e-08,4.5064377129681846e-08,3.963037382034299e-08,0.4065608370635447
2025-2-24 7:45:0,0.4065608370635468,6.001137071611016e-08,4.506437712968215e-08,3.963037382034371e-08,0.40656083706354235
2025-2-24 7:45:0,0.4065608370635468,6.001137071611016e-08,4.506437712968215e-08,3.963037382034371e-08,0.40656083706354235
2025-2-24 7:46:0,0.40656083706354446,6.001137071611086e-08,4.506437712968246e-08,3.963037382034443e-08,0.40656083706354
2025-2-24 7:46:0,0.40656083706354446,6.001137071611086e-08,4.506437712968246e-08,3.963037382034443e-08,0.40656083706354
2025-2-24 7:47:0,0.4065608370635421,6.001137071611155e-08,4.5064377129682766e-08,3.9630373820345124e-08,0.4065608370635377
2025-2-24 7:47:0,0.4065608370635421,6.001137071611155e-08,4.5064377129682766e-08,3.9630373820345124e-08,0.4065608370635377
2025-2-24 7:48:0,0.3880828336840621,5.567974241731611e-08,4.081939160911072e-08,3.786833749084757e-08,0.3880828336840581
2025-2-24 7:48:0,0.3880828336840621,5.567974241731611e-08,4.081939160911072e-08,3.786833749084757e-08,0.3880828336840581
2025-2-24 7:49:0,0.38808283368406155,5.567974241731658e-08,4.081939160911089e-08,3.7868337490848086e-08,0.3880828336840575
2025-2-24 7:49:0,0.38808283368406155,5.567974241731658e-08,4.081939160911089e-08,3.7868337490848086e-08,0.3880828336840575
2025-2-24 7:50:0,0.38808283368406105,5.5679742417317056e-08,4.081939160911105e-08,3.786833749084861e-08,0.38808283368405705
2025-2-24 7:50:0,0.38808283368406105,5.5679742417317056e-08,4.081939160911105e-08,3.786833749084861e-08,0.38808283368405705
2025-2-24 7:51:0,0.3880828336840606,5.5679742417317526e-08,4.0819391609111225e-08,3.786833749084911e-08,0.3880828336840566
2025-2-24 7:51:0,0.3880828336840606,5.5679742417317526e-08,4.0819391609111225e-08,3.786833749084911e-08,0.3880828336840566
2025-2-24 7:52:0,0.3880828336840601,5.5679742417318016e-08,4.0819391609111397e-08,3.786833749084965e-08,0.3880828336840561
2025-2-24 7:52:0,0.3880828336840601,5.5679742417318016e-08,4.0819391609111397e-08,3.786833749084965e-08,0.3880828336840561
2025-2-24 7:53:0,0.38808283368405955,5.56797424173185e-08,4.081939160911157e-08,3.786833749085017e-08,0.38808283368405555
2025-2-24 7:53:0,0.38808283368405955,5.56797424173185e-08,4.081939160911157e-08,3.786833749085017e-08,0.38808283368405555
2025-2-24 7:54:0,0.38808283368405905,5.5679742417318975e-08,4.0819391609111734e-08,3.786833749085069e-08,0.388082833684055
2025-2-24 7:54:0,0.38808283368405905,5.5679742417318975e-08,4.0819391609111734e-08,3.786833749085069e-08,0.388082833684055
2025-2-24 7:55:0,0.38808283368405855,5.567974241731945e-08,4.081939160911191e-08,3.786833749085121e-08,0.38808283368405455
2025-2-24 7:55:0,0.38808283368405855,5.567974241731945e-08,4.081939160911191e-08,3.786833749085121e-08,0.38808283368405455
