OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,Shape_Leng,zone,LocationID,borough,F_id,created_by,name,tourism,FID_1,addr_state,ele,gnis_featu,source,name_zh,addr_city,addr_count,addr_house,addr_postc,addr_stree,internet_a,internet_1,smoking,website,branch,brand,brand_wiki,phone,wikidata,addr_flats,email,nysgissam_,official_n,ref,operator,rooms,wheelchair,old_name,air_condit,bar,operator_t,operator_w,reservatio,wikipedia,alt_name,bathroom_p,check_da_1,fax,check_date,brand_shor,short_name,contact_em,contact_fa,contact_tw,fitness_ce,name_es,contact_we,addr_floor,level,payment_ca,payment_ma,payment_vi,contact_in,dof,payment_co,payment_cr,payment_de,opening_ho,dog,building_l,height,start_date,breakfast,image,facebook,internet_2,toilets_wh,contact_ye,disused_we,contact_ph,contact_pi,descriptio,swimming_p,name_en,name_de,amenity,payment_di,payment_am,payment__1,nysgissa_1,building,year,payment__2,historic,payment_ch,operator_1,pets,country,payment__3,brand_webs,mobile,stars,elementary,note,contact_wh,Shape_Length,Shape_Area,pickup_by_zone_csv_LocationID,pickup_count,pickup_by_zone_csv_Borough,pickup_by_zone_csv_Zone,pickup_by_zone_csv_service_zone,LocationID_1,dropoff_count,Borough_1,Zone_1,service_zone
59,0,58,59,0.037794807089300,Crotona Park,59,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11726.479829199425000,0.000062876523065,59,14,Bronx,Crotona Park,Boro Zone,59,43,Bronx,Crotona Park,Boro Zone
60,0,59,60,0.078648287822600,Crotona Park East,60,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24754.892209693586000,0.000161833284912,60,547,Bronx,Crotona Park East,Boro Zone,60,687,Bronx,Crotona Park East,Boro Zone
61,0,60,61,0.117310808097000,Crown Heights North,61,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35635.457639777080000,0.000510772092295,61,6422,Brooklyn,Crown Heights North,Boro Zone,61,10150,Brooklyn,Crown Heights North,Boro Zone
62,0,61,62,0.082259335983800,Crown Heights South,62,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24227.239754906182000,0.000158238169004,62,1879,Brooklyn,Crown Heights South,Boro Zone,62,3024,Brooklyn,Crown Heights South,Boro Zone
63,0,62,63,0.119100721883000,Cypress Hills,63,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37134.926239697365000,0.000353190910142,63,956,Brooklyn,Cypress Hills,Boro Zone,63,1543,Brooklyn,Cypress Hills,Boro Zone
64,0,63,64,0.184451884740000,Douglaston,64,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63934.054993983955000,0.001057902846140,64,123,Queens,Douglaston,Boro Zone,64,598,Queens,Douglaston,Boro Zone
65,1,64,65,0.044607068365800,Downtown Brooklyn/MetroTech,65,Brooklyn,node/3938512821,,The Tillary Hotel,hotel,node/3938512821,,,,,,,,85,11201,Flatbush Avenue Extension,,,,https://www.tillaryhotelnyc.com,,,,+1-718-329-9537,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14031.926302476553000,0.000081803882541,65,5489,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone,65,7640,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone
66,0,65,66,0.054633459363400,DUMBO/Vinegar Hill,66,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15299.002570310700000,0.000108378855948,66,5135,Brooklyn,DUMBO/Vinegar Hill,Boro Zone,66,7013,Brooklyn,DUMBO/Vinegar Hill,Boro Zone
67,0,66,67,0.099747078155100,Dyker Heights,67,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32066.605650572474000,0.000394282272487,67,374,Brooklyn,Dyker Heights,Boro Zone,67,911,Brooklyn,Dyker Heights,Boro Zone
68,4,67,68,0.049337379556900,East Chelsea,68,Manhattan,node/1707825821,,TRYP,hotel,node/1707825821,,,,,,,,,,,,,,,,TRYP,Q6153452,,,,,,TRYP by Wyndham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16059.299749287364000,0.000111073378655,68,105373,Manhattan,East Chelsea,Yellow Zone,68,105088,Manhattan,East Chelsea,Yellow Zone
69,0,68,69,0.078989645048300,East Concourse/Concourse Village,69,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25717.858174934547000,0.000199051603810,69,1520,Bronx,East Concourse/Concourse Village,Boro Zone,69,2460,Bronx,East Concourse/Concourse Village,Boro Zone
70,1,69,70,0.063840318336700,East Elmhurst,70,Queens,node/5425887871,,SpringHill Suites Marriott,hotel,node/5425887871,NY,,,,,Corona,,112-15,11368,Northern Boulevard,,,,https://www.marriott.com/nycqc,New York LaGuardia Airport,SpringHill Suites,Q7580351,+1 718-651-5000,,,,,SpringHill Suites by Marriott,NYCQC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19816.684766455597000,0.000195458476728,70,11031,Queens,East Elmhurst,Boro Zone,70,2110,Queens,East Elmhurst,Boro Zone
71,0,70,71,0.093169455182800,East Flatbush/Farragut,71,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29969.877323389370000,0.000382572587364,71,1945,Brooklyn,East Flatbush/Farragut,Boro Zone,71,2299,Brooklyn,East Flatbush/Farragut,Boro Zone
72,0,71,72,0.095202069516600,East Flatbush/Remsen Village,72,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30957.853218687684000,0.000323532461947,72,2215,Brooklyn,East Flatbush/Remsen Village,Boro Zone,72,2371,Brooklyn,East Flatbush/Remsen Village,Boro Zone
73,0,72,73,0.085302020912900,East Flushing,73,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25843.365872526821000,0.000291799754395,73,133,Queens,East Flushing,Boro Zone,73,465,Queens,East Flushing,Boro Zone
74,0,73,74,0.110290936250000,East Harlem North,74,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30629.342164080328000,0.000295038418204,74,14539,Manhattan,East Harlem North,Boro Zone,74,28307,Manhattan,East Harlem North,Boro Zone
75,0,74,75,0.087663899768500,East Harlem South,75,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18603.549017068162000,0.000240563927150,75,29855,Manhattan,East Harlem South,Boro Zone,75,46628,Manhattan,East Harlem South,Boro Zone
76,1,75,76,0.241203016269000,East New York,76,Brooklyn,node/11645497589,,Latisha House,hotel,node/11645497589,NY,,,,,Brooklyn,,462,11207,Hegeman Avenue,,,,https://latishaluxuryplace.com,,,,+1-347-947-8075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,24/7,,,,,,,,,,,,,,,,,,,,yes,,,,2022,,,,,,US,yes,,,,,,,88846.170616818272000,0.001266601432410,76,4283,Brooklyn,East New York,Boro Zone,76,5595,Brooklyn,East New York,Boro Zone
77,0,76,77,0.075461081444000,East New York/Pennsylvania Avenue,77,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24226.843072538359000,0.000191917981315,77,1161,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone,77,1398,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone
78,0,77,78,0.093594449580600,East Tremont,78,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29483.990998245623000,0.000191114419551,78,1001,Bronx,East Tremont,Boro Zone,78,1385,Bronx,East Tremont,Boro Zone
79,3,78,79,0.042624911314400,East Village,79,Manhattan,node/1103801857,,"The Standard, East Village",hotel,node/1103801857,,,,,,New York,,25,10003,Cooper Square,,,,,,,,+1-212-475-5700,Q5167816,,,,,,The Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13539.085882518546000,0.000107893068218,79,104753,Manhattan,East Village,Yellow Zone,79,89552,Manhattan,East Village,Yellow Zone
80,0,79,80,0.117212621448000,East Williamsburg,80,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49202.434484644982000,0.000407322456220,80,5362,Brooklyn,East Williamsburg,Boro Zone,80,7632,Brooklyn,East Williamsburg,Boro Zone
81,0,80,81,0.197592771731000,Eastchester,81,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59169.142018157734000,0.000399566550190,81,610,Bronx,Eastchester,Boro Zone,81,800,Bronx,Eastchester,Boro Zone
82,0,81,82,0.119875649697000,Elmhurst,82,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36705.014239029850000,0.000323601079994,82,1884,Queens,Elmhurst,Boro Zone,82,4346,Queens,Elmhurst,Boro Zone
83,0,82,83,0.105984933269000,Elmhurst/Maspeth,83,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32340.787834523959000,0.000217463718718,83,794,Queens,Elmhurst/Maspeth,Boro Zone,83,1323,Queens,Elmhurst/Maspeth,Boro Zone
84,0,83,84,0.233623987032000,Eltingville/Annadale/Prince's Bay,84,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71272.602641300677000,0.002073755720520,84,2,Staten Island,Eltingville/Annadale/Prince's Bay,Boro Zone,84,21,Staten Island,Eltingville/Annadale/Prince's Bay,Boro Zone
85,0,84,85,0.057475147356200,Erasmus,85,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18756.817183206094000,0.000143637804933,85,1439,Brooklyn,Erasmus,Boro Zone,85,1865,Brooklyn,Erasmus,Boro Zone
86,0,85,86,0.134245282582000,Far Rockaway,86,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49124.875578389881000,0.000623278815249,86,887,Queens,Far Rockaway,Boro Zone,86,1317,Queens,Far Rockaway,Boro Zone
87,10,86,87,0.036901549611700,Financial District North,87,Manhattan,node/2825051771,,Hyatt Centric,hotel,node/2825051771,NY,,,,,New York,,75,10005,Wall Street,,,,https://newyork.wallstreet.andaz.hyatt.com/,,Hyatt Centric,Q109277705,+1 212-590-1234,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,143,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13460.113346026092000,0.000067205021069,87,30542,Manhattan,Financial District North,Yellow Zone,87,40747,Manhattan,Financial District North,Yellow Zone
88,1,87,88,0.035204603532700,Financial District South,88,Manhattan,node/11030790954,,Casa Cipriani New York,hotel,node/11030790954,NY,,,,,New York,,10,10004,South Street,,,,https://www.casaciprianinewyork.com/,,,,+12125845801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11408.344905884958000,0.000057299945541,88,15700,Manhattan,Financial District South,Yellow Zone,88,20815,Manhattan,Financial District South,Yellow Zone
89,0,88,89,0.122794569553000,Flatbush/Ditmas Park,89,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38738.059072289259000,0.000447548142373,89,3618,Brooklyn,Flatbush/Ditmas Park,Boro Zone,89,5864,Brooklyn,Flatbush/Ditmas Park,Boro Zone
90,4,89,90,0.030759162081900,Flatiron,90,Manhattan,node/2325990473,,Hotel Chelsea,hotel,node/2325990473,,,,,,New York,,222,10011,West 23rd Street,,,,,,,,,Q240711,,,,,,,,,,,,,,,en:Hotel Chelsea,,,,,,,,,,,,Hotel Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9804.282413341281400,0.000055313247630,90,62220,Manhattan,Flatiron,Yellow Zone,90,58773,Manhattan,Flatiron,Yellow Zone
91,0,90,91,0.124996624585000,Flatlands,91,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40635.282164625598000,0.000537330013243,91,1933,Brooklyn,Flatlands,Boro Zone,91,2329,Brooklyn,Flatlands,Boro Zone
92,9,91,92,0.117830066799000,Flushing,92,Queens,node/3016579710,,Ramada Flushing,hotel,node/3016579710,NY,,,,,Flushing,,3627,11354-4008,Prince Street,wlan,no,,https://www.wyndhamhotels.com/ramada/flushing-new-york/ramada-flushing-queens/overview,Flushing Queens,Ramada,Q1502859,+1 718-606-6788,,,,,,,Ramada,,yes,,,,,,,,,,,+1 718-606-6799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38411.581039765821000,0.000374946617289,92,1020,Queens,Flushing,Boro Zone,92,3623,Queens,Flushing,Boro Zone
93,0,92,93,0.170998027597000,Flushing Meadows-Corona Park,93,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62449.710563722801000,0.000594278183978,93,527,Queens,Flushing Meadows-Corona Park,Boro Zone,93,3016,Queens,Flushing Meadows-Corona Park,Boro Zone
94,0,93,94,0.049832608314700,Fordham South,94,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15878.272320620285000,0.000062581940739,94,401,Bronx,Fordham South,Boro Zone,94,573,Bronx,Fordham South,Boro Zone
95,0,94,95,0.113629605476000,Forest Hills,95,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36182.037396347885000,0.000572770338030,95,2011,Queens,Forest Hills,Boro Zone,95,6250,Queens,Forest Hills,Boro Zone
96,0,95,96,0.185180248095000,Forest Park/Highland Park,96,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55902.686812691456000,0.000547566253402,96,44,Queens,Forest Park/Highland Park,Boro Zone,96,174,Queens,Forest Park/Highland Park,Boro Zone
97,0,96,97,0.062476014742300,Fort Greene,97,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19829.739936797603000,0.000163303970435,97,5385,Brooklyn,Fort Greene,Boro Zone,97,7248,Brooklyn,Fort Greene,Boro Zone
98,0,97,98,0.121661018278000,Fresh Meadows,98,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37193.772092390544000,0.000485773020954,98,207,Queens,Fresh Meadows,Boro Zone,98,714,Queens,Fresh Meadows,Boro Zone
99,0,98,99,0.183371489300000,Freshkills Park,99,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57574.008891371537000,0.001210164638770,99,1,Staten Island,Freshkills Park,Boro Zone,99,6,Staten Island,Freshkills Park,Boro Zone
100,5,99,100,0.024813109034200,Garment District,100,Manhattan,node/5228777783,,Residence Inn Manhattan/Times Square,hotel,node/5228777783,NY,,,,,New York,,1033,10018,Avenue of the Americas,,,,https://www.marriott.com/nycri,New York Manhattan/Times Square,Residence Inn,Q7315394,+1 212-768-0007,,,,,Residence Inn by Marriott,NYCRI,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7803.322805592443700,0.000037470021029,100,53654,Manhattan,Garment District,Yellow Zone,100,47585,Manhattan,Garment District,Yellow Zone
101,0,100,101,0.101709836277000,Glen Oaks,101,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33600.565734330878000,0.000452342528877,101,226,Queens,Glen Oaks,Boro Zone,101,547,Queens,Glen Oaks,Boro Zone
102,0,101,102,0.136900484646000,Glendale,102,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41357.638358760727000,0.000296595466345,102,478,Queens,Glendale,Boro Zone,102,1191,Queens,Glendale,Boro Zone
105,0,104,105,0.077425339831400,Governor's Island/Ellis Island/Liberty Island,105,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18527.677512294853000,0.000368636392805,105,2,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,105,1,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone
106,0,105,106,0.049211011979800,Gowanus,106,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15905.429854643657000,0.000113616826567,106,1155,Brooklyn,Gowanus,Boro Zone,106,2155,Brooklyn,Gowanus,Boro Zone
107,5,106,107,0.038041364590800,Gramercy,107,Manhattan,node/2317577533,,Hotel Giraffe,hotel,node/2317577533,,,,,,New York,,365,10016,Park Avenue South,,,,https://www.hotelgiraffe.com/,,,,,Q5911529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12091.546448727893000,0.000074611219267,107,78266,Manhattan,Gramercy,Yellow Zone,107,75900,Manhattan,Gramercy,Yellow Zone
108,0,107,108,0.111171412270000,Gravesend,108,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39925.248149196726000,0.000352866009465,108,470,Brooklyn,Gravesend,Boro Zone,108,719,Brooklyn,Gravesend,Boro Zone
109,0,108,109,0.178267819599000,Great Kills,109,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66122.011937467672000,0.001169600761850,109,5,Staten Island,Great Kills,Boro Zone,109,35,Staten Island,Great Kills,Boro Zone
111,0,110,111,0.059930880065800,Green-Wood Cemetery,111,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18780.539237070134000,0.000208683276503,111,27,Brooklyn,Green-Wood Cemetery,Boro Zone,111,41,Brooklyn,Green-Wood Cemetery,Boro Zone
112,2,111,112,0.107267875765000,Greenpoint,112,Brooklyn,node/7026934319,,The Henry Norman Hotel,hotel,node/7026934319,NY,,,,,Brooklyn,,251,,North Henry Street,yes,,,https://henrynormanhotel.com,,,,+1-718-804-5845,Q111395098,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30489.142113509464000,0.000462068671429,112,6152,Brooklyn,Greenpoint,Boro Zone,112,12984,Brooklyn,Greenpoint,Boro Zone
113,0,112,113,0.032745350566000,Greenwich Village North,113,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10420.919307228021000,0.000057963456700,113,59429,Manhattan,Greenwich Village North,Yellow Zone,113,53606,Manhattan,Greenwich Village North,Yellow Zone
114,1,113,114,0.031727034771100,Greenwich Village South,114,Manhattan,node/8587042215,,Now Now,hotel,node/8587042215,,,,,,,,338,10012,Bowery,,,,https://www.staynownow.com,NoHo,,,+1-332-777-5338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9837.327240061164000,0.000047020770495,114,60103,Manhattan,Greenwich Village South,Yellow Zone,114,42818,Manhattan,Greenwich Village South,Yellow Zone
115,0,114,115,0.116169413964000,Grymes Hill/Clifton,115,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37119.518073381740000,0.000373168991958,115,33,Staten Island,Grymes Hill/Clifton,Boro Zone,115,53,Staten Island,Grymes Hill/Clifton,Boro Zone
116,2,115,116,0.068116484426500,Hamilton Heights,116,Manhattan,node/5296021049,,St Nicholas Hotel,hotel,node/5296021049,,,,,,,,889,,Saint Nicholas Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17412.573726174469000,0.000260415337217,116,7470,Manhattan,Hamilton Heights,Boro Zone,116,11731,Manhattan,Hamilton Heights,Boro Zone
117,0,116,117,0.169885857987000,Hammels/Arverne,117,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83840.300001379845000,0.000904294270720,117,796,Queens,Hammels/Arverne,Boro Zone,117,991,Queens,Hammels/Arverne,Boro Zone
118,0,117,118,0.243966217692000,Heartland Village/Todt Hill,118,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75922.629093095689000,0.001826939227110,118,22,Staten Island,Heartland Village/Todt Hill,Boro Zone,118,83,Staten Island,Heartland Village/Todt Hill,Boro Zone
119,0,118,119,0.083507035574400,Highbridge,119,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18508.644792920779000,0.000185779447534,119,922,Bronx,Highbridge,Boro Zone,119,1308,Bronx,Highbridge,Boro Zone
120,0,119,120,0.083261270215800,Highbridge Park,120,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27435.181306370712000,0.000093146282131,120,71,Manhattan,Highbridge Park,Boro Zone,120,273,Manhattan,Highbridge Park,Boro Zone
121,0,120,121,0.096915337344500,Hillcrest/Pomonok,121,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30676.033413647543000,0.000384563286473,121,647,Queens,Hillcrest/Pomonok,Boro Zone,121,1331,Queens,Hillcrest/Pomonok,Boro Zone
122,0,121,122,0.066531843944600,Hollis,122,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20976.332417044672000,0.000226597104976,122,372,Queens,Hollis,Boro Zone,122,531,Queens,Hollis,Boro Zone
