Êý¾Ý×éÊý,ÎÀÐÇPRNºÅ,ÀúÔª,ÎÀÐÇÖÓÆ«²î(s),ÎÀÐÇÖÓÆ¯ÒÆ(s/s),ÎÀÐÇÖÓÆ¯ÒÆËÙ¶È(s/s*s),IODE,C_rs,n,M0,C_uc,e,C_us,sqrt_A,TEO,C_ic,OMEGA,C_is,I_0,C_rc,w,OMEGA_DOT,IDOT,L2_code,PS_week_num,L2_P_code,ÎÀÐÇ¾«¶È(m),ÎÀÐÇ½¡¿µ×´Ì¬,TGD,IODC,X,Y,Z
170,C08,2025 01 27 01 00 00,0.0001186424633488,-5.456701757112e-11,0.0,0.0,-647.703125,9.118236954026e-10,0.3263188856571,-2.132123336196e-05,0.003244268591516,-1.089088618755e-05,6492.814195633,90000.0,5.681067705154e-08,-1.405918119801,9.965151548386e-08,1.075996302445,603.625,-3.109082039324,-2.475460255713e-09,-5.303792352812e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
171,C08,2025 01 27 02 00 00,0.0001184480497614,-5.430500493731e-11,0.0,0.0,-679.125,9.778978762289e-10,0.5894807071061,-2.215476706624e-05,0.003241972881369,-1.079682260752e-05,6492.806926727,93600.0,5.681067705154e-08,-1.405927036287,1.052394509315e-07,1.075994437224,600.1875,-3.109654382615,-2.472960151574e-09,-5.307363930154e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
172,C08,2025 01 27 03 00 00,0.0001182552659884,-5.394529267733e-11,0.0,0.0,-672.921875,9.839695577102e-10,0.8518814951636,-2.185720950365e-05,0.00324226054363,-1.061568036675e-05,6492.808431625,97200.0,7.264316082001e-08,-1.40593602153,1.010484993458e-07,1.075992523728,595.75,-3.109463925311,-2.47688888665e-09,-5.253790270024e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
173,C08,2025 01 27 04 00 00,0.0001180610852316,-5.394529267733e-11,0.0,1.0,-650.96875,9.350389481253e-10,1.113390311347,-2.113590016961e-05,0.003243437735364,-9.524170309305e-06,6492.817373276,100800.0,1.061707735062e-07,-1.405945090159,1.220032572746e-07,1.075990579509,562.140625,-3.108381251824,-2.482960568131e-09,-5.10021244432e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
174,C08,2025 01 27 05 00 00,0.0001178606180474,-5.444178441394e-11,-6.234162491792e-19,2.0,-647.859375,8.771793951856e-10,1.374865127851,-2.103811129928e-05,0.003243709797971,-8.301343768835e-06,6492.826120377,104400.0,1.117587089539e-07,-1.405954267044,1.806765794754e-07,1.075988698197,522.859375,-3.10726586749,-2.484032041334e-09,-4.860916762409e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
175,C08,2025 01 27 06 00 00,0.0001176646910608,-5.444622530604e-11,-6.234162491792e-19,3.0,-649.921875,8.56107088868e-10,1.637255881754,-2.108421176672e-05,0.003243639250286,-8.136965334415e-06,6492.827663422,108000.0,5.634501576424e-08,-1.405963577055,2.48197466135e-07,1.075986942695,516.0625,-3.107068152649,-2.475103097979e-09,-4.51804533758e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
176,C08,2025 01 27 07 00 00,0.0001174686476588,-5.445066619814e-11,-6.234162491792e-19,4.0,-622.90625,8.803938147933e-10,1.900643223728,-2.017104998231e-05,0.003244969178922,-8.711591362953e-06,6492.820653915,111600.0,-4.610046744347e-08,-1.40597292949,2.6635825634e-07,1.075985403705,532.6875,-3.107867827558,-2.453673633927e-09,-4.146601294017e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
177,C08,2025 01 27 08 00 00,0.0001172726042569,-5.445510709023e-11,-6.234162491792e-19,5.0,-571.453125,9.236099006311e-10,2.164327580497,-1.845043152571e-05,0.003248089109547,-8.824281394482e-06,6492.809276581,115200.0,-1.4528632164e-07,-1.405982236575,2.048909664154e-07,1.075984126578,535.9375,-3.108963790192,-2.419386491444e-09,-3.793015137162e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
178,C08,2025 01 27 09 00 00,0.0001170769101009,-5.445421891181e-11,-5.96311194867e-19,6.0,-532.421875,9.550397812403e-10,2.427603914784,-1.712795346975e-05,0.003251383895986,-8.195172995329e-06,6492.79981041,118800.0,-1.718290150166e-07,-1.40599126278,1.196749508381e-07,1.075983005983,517.4375,-3.109650172337,-2.387242295367e-09,-3.585863651329e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
179,C08,2025 01 27 10 00 00,0.0001168842427433,-5.45030687249e-11,0.0,7.0,-524.765625,9.503967306958e-10,2.690320173811,-1.684343442321e-05,0.003252424648963,-7.824040949345e-06,6492.79712677,122400.0,-1.387670636177e-07,-1.405999984697,8.055940270424e-08,1.07598192196,507.953125,-3.109774731034,-2.364741358112e-09,-3.525146836515e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
180,C08,2025 01 27 11 00 00,0.0001166872680187,-5.46291900605e-11,0.0,0.0,-525.8125,8.96108755098e-10,2.952871699485,-1.687696203589e-05,0.003250209614635,-8.502975106239e-06,6492.802186966,126000.0,-8.055940270424e-08,-1.406008563249,6.658956408501e-08,1.075980995933,531.4375,-3.109733516243,-2.337597370313e-09,-3.510860527148e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
181,C08,2025 01 27 12 00 00,0.0001164888963103,-5.487077459065e-11,0.0,0.0,-505.546875,8.461066723105e-10,-3.067468134966,-1.625996083021e-05,0.003246077219956,-9.759794920683e-06,6492.81224823,129600.0,-1.564621925354e-07,-1.406016995509,2.328306436539e-09,1.075979335521,572.65625,-3.109987025317,-2.381884929354e-09,-3.417999516257e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
182,C08,2025 01 27 13 00 00,0.0001162940170616,-5.450928597384e-11,0.0,0.0,-461.453125,7.753894409397e-10,-2.804216158265,-1.491652801633e-05,0.003241662867367,-1.068320125341e-05,6492.823987961,133200.0,-1.550652086735e-07,-1.406025672076,-6.472691893578e-08,1.07597788138,603.046875,-3.110648356453,-2.408314601684e-09,-3.282279577262e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
183,C08,2025 01 27 14 00 00,0.0001160983229056,-5.445421891181e-11,0.0,0.0,-419.46875,7.161012570631e-10,-2.540852838868,-1.365831121802e-05,0.003238736651838,-1.079821959138e-05,6492.833240509,136800.0,-1.117587089539e-07,-1.406034516878,-1.080334186554e-07,1.075976501849,607.03125,-3.111422876486,-2.427601119331e-09,-3.107272287506e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
184,C08,2025 01 27 15 00 00,0.0001159030944109,-5.435296657197e-11,0.0,0.0,-404.828125,6.90385900201e-10,-2.277903408255,-1.325318589807e-05,0.003237895551138,-1.063197851181e-05,6492.836704254,140400.0,-7.357448339462e-08,-1.406043374847,-1.112930476665e-07,1.075975297867,601.09375,-3.111785258849,-2.43688722042e-09,-2.978695503195e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
185,C08,2025 01 27 16 00 00,0.0001157056540251,-5.458211660425e-11,0.0,0.0,-413.15625,7.096724178476e-10,-2.015747247895,-1.353770494461e-05,0.003238308010623,-1.108692958951e-05,6492.833269119,144000.0,-5.541369318962e-08,-1.406052240131,-1.005828380585e-07,1.075974150939,614.703125,-3.111355416945,-2.440458797762e-09,-2.89654922433e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
186,C08,2025 01 27 17 00 00,0.0001155098434538,-5.447908790757e-11,0.0,0.0,-416.015625,7.693177594584e-10,-1.754322944489,-1.36261805892e-05,0.003238565870561,-1.236796379089e-05,6492.824138641,147600.0,-5.40167093277e-08,-1.406060986918,-1.098960638046e-07,1.075973123971,655.609375,-3.11019352937,-2.440458797762e-09,-2.935836575092e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
187,C08,2025 01 27 18 00 00,0.0001153143821284,-5.439648731453e-11,0.0,0.0,-394.421875,8.514640383235e-10,-1.493138973654,-1.296447589993e-05,0.00323770090472,-1.375237479806e-05,6492.81293869,151200.0,-1.210719347e-08,-1.406069483546,-1.657754182816e-07,1.075972085299,701.078125,-3.108790210574,-2.447244794712e-09,-3.214419607765e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
188,C08,2025 01 27 19 00 00,0.0001151172909886,-5.456257667902e-11,0.0,0.0,-361.6875,9.332531594544e-10,-1.231577021361,-1.200335100293e-05,0.00323610927444,-1.442665234208e-05,6492.804037094,154800.0,1.075677573681e-07,-1.406077769514,-1.830048859119e-07,1.07597083743,724.203125,-3.107763205509,-2.472960151574e-09,-3.650152043484e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
189,C08,2025 01 27 20 00 00,0.000114921014756,-5.455014218114e-11,0.0,0.0,-347.34375,9.936128165335e-10,-0.9693029834514,-1.167366281152e-05,0.00323527213186,-1.447321847081e-05,6492.800828934,158400.0,2.272427082062e-07,-1.406086018909,-8.42846930027e-08,1.075969219443,726.109375,-3.107446593464,-2.522247918893e-09,-4.110885520597e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
190,C08,2025 01 27 21 00 00,0.0001147255534306,-5.443023809448e-11,0.0,0.0,-360.375,1.018971015661e-09,-0.706482018989,-1.221522688866e-05,0.003236439428292,-1.476192846894e-05,6492.804168701,162000.0,2.384185791016e-07,-1.406094574054,6.053596735001e-08,1.075967285465,733.296875,-3.107675828338,-2.579750314098e-09,-4.418041172006e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
191,C08,2025 01 27 22 00 00,0.0001145299756899,-5.436895378352e-11,0.0,0.0,-377.390625,1.022899750738e-09,-0.4436075073361,-1.283269375563e-05,0.00323916063644,-1.570209860802e-05,6492.81111908,165600.0,1.424923539162e-07,-1.406103516873,1.550652086735e-07,1.075965173011,759.171875,-3.107958636735,-2.639752813443e-09,-4.557332688342e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
192,C08,2025 01 27 23 00 00,0.000114333932288,-5.441691541819e-11,0.0,0.0,-379.21875,1.042543426118e-09,-0.1809654167931,-1.28960236907e-05,0.003241574508138,-1.666555181146e-05,6492.816991806,169200.0,-3.213062882423e-08,-1.406112859067,1.750886440277e-07,1.075962724086,785.25,-3.108009884218,-2.721541934574e-09,-4.585905307078e-10,0.0,995.0,,2.0,0.0,1.13e-08,-7e-10,,,
193,C09,2025 01 27 00 00 00,-0.0008725060615689,3.891642563758e-11,0.0,1.0,58.265625,1.469704076217e-09,3.085265503315,1.938082277775e-06,0.01313931576442,9.834300726652e-06,6493.622053146,86400.0,-2.328306436539e-08,0.7793751468003,0.0,0.9522976433393,-65.046875,-2.301167792167,-1.645068523707e-09,9.082521180606e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
194,C09,2025 01 27 01 00 00,-0.0008723669452593,3.878142251779e-11,0.0,1.0,58.84375,1.458989344191e-09,-2.822770697901,1.920387148857e-06,0.01313925290015,9.796116501093e-06,6493.62223053,90000.0,-4.19095158577e-08,0.7793693229235,-1.536682248116e-08,0.9523009480712,-65.03125,-2.301168811821,-1.641854104099e-09,8.993231747057e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
195,C09,2025 01 27 02 00 00,-0.0008722261991352,3.892974831388e-11,0.0,1.0,57.828125,1.489347751598e-09,-2.560333363224,1.894775778055e-06,0.01314014045056,9.481329470873e-06,6493.619522095,93600.0,-4.516914486885e-08,0.77936354586,-4.656612873077e-08,0.9523042103785,-51.859375,-2.301112650395,-1.641496946365e-09,8.871798117431e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
196,C09,2025 01 27 03 00 00,-0.0008720866171643,3.884714772084e-11,0.0,1.0,60.3125,1.509348584713e-09,-2.297873935559,1.946929842234e-06,0.01314048888162,9.342562407255e-06,6493.618186951,97200.0,-1.490116119385e-08,0.7793578638862,-8.661299943924e-08,0.9523074097804,-45.578125,-2.30107806116,-1.646854312378e-09,8.675361363623e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
197,C09,2025 01 27 04 00 00,-0.0008719461038709,3.893951827649e-11,0.0,1.0,67.578125,1.541135623056e-09,-2.03543620882,2.110376954079e-06,0.0131407759618,9.220559149981e-06,6493.616304398,100800.0,5.355104804039e-08,0.779352259447,-9.732320904732e-08,0.9523104848342,-40.203125,-2.301021665668,-1.662569252683e-09,8.43249410437e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
198,C09,2025 01 27 05 00 00,-0.0008718059398234,3.893863009807e-11,0.0,2.0,69.6875,1.563279402576e-09,-1.772956013569,2.154614776373e-06,0.01314079714939,9.212177246809e-06,6493.615844727,104400.0,1.196749508381e-07,0.7793466564708,-4.79631125927e-08,0.9523133697086,-39.859375,-2.301007321757,-1.69042755595e-09,8.186055267774e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
199,C09,2025 01 27 06 00 00,-0.0008716656593606,3.895106459595e-11,0.0,1.0,73.609375,1.599709491464e-09,-1.510487804006,2.223998308182e-06,0.01314076629933,9.223818778992e-06,6493.615009308,108000.0,1.294538378716e-07,0.7793409540161,4.610046744347e-08,0.9523160366083,-40.921875,-2.300980856106,-1.730786379914e-09,7.989618513966e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
200,C09,2025 01 27 07 00 00,-0.0008715258445591,3.890665567496e-11,0.0,1.0,72.921875,1.634710949415e-09,-1.247983504254,2.181157469749e-06,0.01314082159661,9.151641279459e-06,6493.61533165,111600.0,5.122274160385e-08,0.7793350467529,1.299194991589e-07,0.9523184504231,-39.75,-2.300990173431,-1.786145828715e-09,7.864613306998e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
201,C09,2025 01 27 08 00 00,-0.0008713866118342,3.87956333725e-11,0.0,1.0,72.71875,1.674355457911e-09,-0.9854749254662,2.173706889153e-06,0.01314096082933,9.011477231979e-06,6493.615886688,115200.0,-6.752088665962e-08,0.7793287488905,1.280568540096e-07,0.9523207442787,-37.421875,-2.301003570835,-1.845791170325e-09,7.871756461682e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
202,C09,2025 01 27 09 00 00,-0.0008712473791093,3.873079634786e-11,0.0,1.0,75.375,1.70149944571e-09,-0.7229509962794,2.293847501278e-06,0.01314146711957,8.752103894949e-06,6493.617429733,118800.0,-1.317821443081e-07,0.7793220414112,5.261972546577e-08,0.9523231361497,-31.234375,-2.301032081645,-1.893293148973e-09,7.989618513966e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
203,C09,2025 01 27 10 00 00,-0.0008711081463844,3.870770370895e-11,0.0,1.0,80.09375,1.732929326319e-09,-0.4604440632748,2.545770257711e-06,0.01314194477163,8.59797000885e-06,6493.618650436,122400.0,-1.257285475731e-07,0.7793150296448,-3.864988684654e-08,0.9523256523688,-28.609375,-2.301043586033,-1.932937657469e-09,8.186055267774e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
204,C09,2025 01 27 11 00 00,-0.0008709670510143,3.892886013546e-11,0.0,1.0,95.109375,1.742215427408e-09,-0.1979399332213,3.101769834757e-06,0.01314334874041,8.570495992899e-06,6493.622117996,126000.0,-5.774199962616e-08,0.7793077457757,-1.108273863792e-07,0.952328291473,-27.796875,-2.301052125086,-1.969010588623e-09,8.475353032473e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
205,C09,2025 01 27 12 00 00,-0.000870825140737,3.918199098507e-11,0.0,1.0,107.5625,1.754001632637e-09,0.06453534077312,3.597233444452e-06,0.01314465538599,8.84011387825e-06,6493.625391006,129600.0,5.40167093277e-08,0.7793002161363,-1.210719347e-07,0.9523310988128,-34.6875,-2.301032121144,-1.99936899603e-09,8.875369694773e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
206,C09,2025 01 27 13 00 00,-0.0008706841617823,3.918199098507e-11,0.0,2.0,121.171875,1.728286275775e-09,0.3269441280667,4.041939973831e-06,0.01314692001324,9.592156857252e-06,6493.631605148,133200.0,1.541338860989e-07,0.7792924582818,-3.399327397346e-08,0.9523341124241,-58.03125,-2.300945678778,-2.018655513676e-09,9.403963141383e-10,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
207,C09,2025 01 27 14 00 00,-0.0008705471409485,3.886135857556e-11,-4.065758146821e-20,3.0,120.78125,1.679712823924e-09,0.5892930308087,4.037749022245e-06,0.01314904843457,1.05295330286e-05,6493.63860321,136800.0,1.527369022369e-07,0.7792845029332,1.210719347e-07,0.9523373878977,-88.609375,-2.300800049672,-2.019369829145e-09,1.005041864028e-09,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
208,C09,2025 01 27 15 00 00,-0.0008704072097316,3.886135857556e-11,-4.065758146821e-20,4.0,104.375,1.608638434819e-09,0.8515983283515,3.568828105927e-06,0.01315065147355,1.131603494287e-05,6493.645782471,140400.0,1.862645149231e-08,0.7792764129963,2.337619662285e-07,0.9523410042311,-115.65625,-2.300611739931,-1.994725945485e-09,1.074687622196e-09,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
209,C09,2025 01 27 16 00 00,-0.0008702673949301,3.886135857556e-11,-4.065758146821e-20,5.0,80.953125,1.528277944625e-09,1.113911642685,2.927146852016e-06,0.01315142028034,1.167226582766e-05,6493.651779175,144000.0,-1.578591763973e-07,0.7792683713356,2.128072082996e-07,0.9523450404221,-128.515625,-2.300432653888,-1.94829544004e-09,1.136475910212e-09,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
210,C09,2025 01 27 17 00 00,-0.0008701274637133,3.886047039714e-11,-4.065758146821e-20,6.0,73.453125,1.480418808243e-09,1.376350292526,2.727843821049e-06,0.01315146056004,1.166621223092e-05,6493.653427124,147600.0,-2.626329660416e-07,0.7792606427394,9.452924132347e-08,0.9523494584347,-128.3125,-2.300380326771,-1.892221675771e-09,1.181120626986e-09,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
211,C09,2025 01 27 18 00 00,-0.000869988463819,3.879829790776e-11,0.0,6.0,69.109375,1.424702201708e-09,1.638806851409,2.690125256777e-06,0.01315138489008,1.164572313428e-05,6493.654491425,151200.0,-2.789311110973e-07,0.7792533252231,-4.284083843231e-08,0.9523541397726,-125.90625,-2.300346445589,-1.835790753768e-09,1.211121876659e-09,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
212,C09,2025 01 27 19 00 00,-0.0008698489982635,3.8745895381e-11,0.0,1.0,76.875,1.409344419138e-09,1.901404877397,2.952758222818e-06,0.01315216545481,1.215375959873e-05,6493.650600433,154800.0,-2.044253051281e-07,0.7792463719735,-1.727603375912e-07,0.9523590654178,-141.890625,-2.300454880002,-1.769716572942e-09,1.231479867508e-09,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
213,C09,2025 01 27 20 00 00,-0.0008697119774297,3.841016393835e-11,0.0,1.0,76.65625,1.391129374694e-09,2.163998097698,2.951826900244e-06,0.01315338828135,1.284666359425e-05,6493.646251678,158400.0,-7.031485438347e-08,0.7792398956352,-2.267770469189e-07,0.9523640920043,-161.9375,-2.3005581825,-1.704713865318e-09,1.238980179926e-09,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
214,C09,2025 01 27 21 00 00,-0.0008695728611201,3.852385077607e-11,0.0,1.0,67.78125,1.369342752908e-09,2.426561927976,2.617482095957e-06,0.01315478992183,1.347018405795e-05,6493.642227173,162000.0,4.423782229424e-08,0.7792338684127,-1.811422407627e-07,0.9523690498336,-178.8125,-2.300631661949,-1.649711574252e-09,1.233622813913e-09,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
215,C09,2025 01 27 22 00 00,-0.0008694328134879,3.868994014056e-11,0.0,1.0,53.5625,1.346841815653e-09,2.689088032522,2.0582228899e-06,0.01315618492663,1.380266621709e-05,6493.638763428,165600.0,7.21774995327e-08,0.7792281791243,-8.149072527885e-08,0.9523738760004,-187.0,-2.300667098214,-1.605424015211e-09,1.21719355814e-09,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
216,C09,2025 01 27 23 00 00,-0.0008692933479324,3.871747367157e-11,0.0,1.0,51.28125,1.311840357702e-09,2.951579989634,1.789536327124e-06,0.01315638469532,1.380871981382e-05,6493.638303757,169200.0,4.610046744347e-08,0.7792225746851,-3.818422555923e-08,0.9523784095835,-186.828125,-2.300667779933,-1.586851813033e-09,1.204693037443e-09,0.0,995.0,,2.0,0.0,6.9e-09,3.8e-09,,,
217,C10,2025 01 27 00 00 00,-0.000415523070842,-2.165645440755e-11,-2.574980159653e-19,4.0,427.9375,1.110046237881e-09,1.478936853759,1.421663910151e-05,0.01003873918671,2.578878775239e-05,6493.237724304,86400.0,-1.527369022369e-07,2.658049115306,5.634501576424e-08,0.8485369967204,-606.359375,-2.444996019715,-1.67935566619e-09,-9.746834566211e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
218,C10,2025 01 27 01 00 00,-0.0004155966453254,-2.165556622913e-11,0.0,5.0,474.421875,1.154333796922e-09,1.741920404011,1.560058444738e-05,0.01004012615886,2.64192931354e-05,6493.226503372,90000.0,-2.421438694e-07,2.658042488287,-8.195638656616e-08,0.8485339085004,-627.84375,-2.445440792162,-1.618638851377e-09,-9.339674749228e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
219,C10,2025 01 27 02 00 00,-0.0004156742943451,-2.161648637866e-11,0.0,1.0,474.34375,1.096474243982e-09,2.004447276589,1.558568328619e-05,0.01003996422514,2.632709220052e-05,6493.226995468,93600.0,-1.364387571812e-07,2.658036158241,-2.086162567139e-07,0.8485312138053,-625.15625,-2.44542654334,-1.533635310638e-09,-9.139666418078e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
220,C10,2025 01 27 03 00 00,-0.0004157536895946,-2.182698466413e-11,0.0,1.0,471.84375,9.857553463812e-10,2.266699664774,1.549953594804e-05,0.01003670203499,2.491008490324e-05,6493.237373352,97200.0,-4.516914486885e-08,2.658030533321,-1.63447111845e-07,0.8485283186904,-576.9375,-2.445137619945,-1.488276278395e-09,-9.200383232891e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
221,C10,2025 01 27 04 00 00,-0.0004158323863521,-2.184208369727e-11,0.0,1.0,497.703125,8.611072971468e-10,2.528981896487,1.619569957256e-05,0.01003176707309,2.339156344533e-05,6493.250598907,100800.0,-5.634501576424e-08,2.658025177578,-1.303851604462e-07,0.8485250461426,-521.03125,-2.444880127345,-1.484704701053e-09,-9.250385315679e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
222,C10,2025 01 27 05 00 00,-0.0004159101517871,-2.170530422063e-11,0.0,1.0,510.0625,8.143196339671e-10,2.79147844131,1.642107963562e-05,0.0100303364452,2.317596226931e-05,6493.254114151,104400.0,-5.913898348808e-08,2.65801980428,-1.424923539162e-07,0.848521663876,-510.015625,-2.444839775676,-1.490776382534e-09,-9.225384274285e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
223,C10,2025 01 27 06 00 00,-0.0004159884992987,-2.172839685954e-11,0.0,1.0,479.5,8.318203629427e-10,3.053999450513,1.531420275569e-05,0.01003310317174,2.327002584934e-05,6493.247543335,108000.0,-7.450580596924e-08,2.65801450559,-1.294538378716e-07,0.8485184074204,-512.1875,-2.444825203549,-1.483276070116e-09,-9.286101089098e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
224,C10,2025 01 27 07 00 00,-0.0004160664975643,-2.171596236167e-11,0.0,1.0,416.109375,9.339674749228e-10,-2.966828107659,1.33472494781e-05,0.01003905280959,2.242904156446e-05,6493.232816696,111600.0,-7.124617695808e-08,2.6580091162,-1.522712409496e-07,0.8485150602638,-485.046875,-2.444646933815,-1.488633436129e-09,-9.275386357072e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
225,C10,2025 01 27 08 00 00,-0.0004161461256444,-2.190425618664e-11,0.0,1.0,376.0625,1.04611500346e-09,-2.704587351136,1.216400414705e-05,0.01004402781837,2.092868089676e-05,6493.219043732,115200.0,-2.048909664154e-08,2.65800352639,-1.429580152035e-07,0.8485116633681,-434.640625,-2.444349260707,-1.500062483624e-09,-9.103950644658e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
226,C10,2025 01 27 09 00 00,-0.0004162230761722,-2.166000712123e-11,0.0,1.0,370.15625,1.115760761629e-09,-2.442255311451,1.201126724482e-05,0.01004611619283,2.008024603128e-05,6493.212024689,118800.0,-8.381903171539e-09,2.657998036059,-1.261942088604e-07,0.8485083805799,-402.21875,-2.444140451095,-1.502205430029e-09,-9.028947520477e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
227,C10,2025 01 27 10 00 00,-0.0004163004923612,-2.158007106345e-11,0.0,1.0,366.265625,1.137904541149e-09,-2.179642697244,1.181708648801e-05,0.01004577311687,2.049235627055e-05,6493.213914871,122400.0,5.029141902924e-08,2.657993019712,-1.764856278896e-07,0.8485051592343,-409.578125,-2.444210897915,-1.513991635257e-09,-9.318245285176e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
228,C10,2025 01 27 11 00 00,-0.0004163787234575,-2.163780266073e-11,0.0,1.0,329.03125,1.1175465503e-09,-1.91667708822,1.054024323821e-05,0.01004471117631,2.149632200599e-05,6493.224441528,126000.0,2.100132405758e-07,2.657988427613,-1.410953700542e-07,0.8485017316172,-439.40625,-2.444634324924,-1.560779298437e-09,-9.821837690392e-10,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
229,C10,2025 01 27 12 00 00,-0.0004164569545537,-2.167066526226e-11,0.0,1.0,268.28125,1.086473827424e-09,-1.653571431122,8.535571396351e-06,0.01004476845264,2.18078494072e-05,6493.238107681,129600.0,2.747401595116e-07,2.657983700924,3.259629011154e-08,0.8484979294931,-449.578125,-2.445199034709,-1.628996425668e-09,-1.017899542459e-09,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
230,C10,2025 01 27 13 00 00,-0.0004165344871581,-2.160405188079e-11,0.0,1.0,221.484375,1.058258366423e-09,-1.390591719567,6.996560841799e-06,0.01004598441068,2.122297883034e-05,6493.249197006,133200.0,1.881271600723e-07,2.657978312997,1.410953700542e-07,0.8484939708368,-432.46875,-2.445639473992,-1.67935566619e-09,-1.025757012611e-09,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
231,C10,2025 01 27 14 00 00,-0.0004166114376858,-2.149924682726e-11,0.0,1.0,206.5,1.04182911065e-09,-1.127873002838,6.502028554678e-06,0.01004702365026,2.063671126962e-05,6493.254261017,136800.0,1.289881765842e-07,2.657972355995,1.317821443081e-07,0.8484901672498,-415.25,-2.445820450125,-1.693999133292e-09,-1.021828277535e-09,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
232,C10,2025 01 27 15 00 00,-0.0004166882717982,-2.14424034084e-11,0.0,1.0,207.71875,1.092545508906e-09,-0.8654355277206,6.531830877066e-06,0.01004590489902,2.105627208948e-05,6493.250585556,140400.0,8.381903171539e-08,2.657966317069,1.424923539162e-07,0.8484862875911,-431.015625,-2.445721373998,-1.718285859217e-09,-1.023256908472e-09,0.0,995.0,,2.0,0.0,6.1e-09,3e-09,,,
